Price,Levy,Manufacturer,Category,Leather interior,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Airbags,Turbo,Age,Category_encoded,GearBox_encoded,Manufacturer_encoded,Drive_4x4,Drive_Front,Drive_Rear
22580,1017.0,MERCEDES-BENZ,Sedan,1,2.0,50930,4.0,Automatic,Rear,12,0,8,3,3,3,False,False,True
35344,770.0,HYUNDAI,Jeep,1,1.7,114435,4.0,Automatic,Front,4,0,9,7,3,4,False,True,False
8154,836.0,MERCEDES-BENZ,Coupe,0,2.0,173000,4.0,Tiptronic,Rear,6,0,24,4,4,3,False,False,True
11133,394.0,TOYOTA,Sedan,1,2.5,179381,4.0,Automatic,Front,12,0,11,3,3,3,False,True,False
18500,639.0,CHEVROLET,Sedan,1,2.0,143293,4.0,Automatic,Front,4,0,11,3,3,3,False,True,False
12231,574.0,HONDA,Sedan,0,1.3,244800,4.0,Tiptronic,Front,6,0,16,3,4,2,False,True,False
21330,586.0,TOYOTA,Hatchback,0,1.8,216386,6.0,Automatic,Front,6,0,12,2,3,3,False,True,False
16308,831.0,TOYOTA,Jeep,0,2.4,304000,4.0,Automatic,4x4,0,0,19,7,3,3,True,False,False
34877,810.0,HYUNDAI,Sedan,1,1.8,70220,4.0,Automatic,Front,4,0,9,3,3,4,False,True,False
10506,642.0,CHEVROLET,Sedan,1,2.0,355272,4.0,Automatic,Front,4,0,13,3,3,3,False,True,False
20385,586.0,TOYOTA,Sedan,0,1.8,95992,4.0,Variator,Front,0,0,13,3,2,3,False,True,False
47042,1249.0,TOYOTA,Jeep,0,2.5,16500,4.0,Automatic,4x4,12,0,8,7,3,3,True,False,False
6586,259.0,CHEVROLET,Hatchback,1,1.4,112123,4.0,Automatic,Front,0,0,11,2,3,3,False,True,False
10976,1266.0,HONDA,Hatchback,0,1.5,114000,4.0,Automatic,4x4,12,0,11,2,3,2,True,False,False
32311,640.0,SSANGYONG,Jeep,1,2.0,123700,4.0,Automatic,Front,4,0,12,7,3,5,False,True,False
25139,629.0,SSANGYONG,Jeep,1,1.6,215000,4.0,Automatic,Front,4,0,10,7,3,5,False,True,False
5645,1356.0,VOLKSWAGEN,Universal,0,1.6,180056,4.0,Manual,Front,4,0,26,6,1,2,False,True,False
11917,475.0,TOYOTA,Hatchback,0,1.4,173000,4.0,Variator,Front,8,0,19,2,2,3,False,True,False
8154,552.0,NISSAN,Hatchback,0,1.5,104000,4.0,Automatic,Front,2,0,17,2,3,2,False,True,False
19444,518.0,TOYOTA,Jeep,1,2.5,47453,4.0,Automatic,4x4,10,0,9,7,3,3,True,False,False
9408,1107.0,OPEL,Universal,1,1.7,0,4.0,Manual,Front,10,1,18,6,1,1,False,True,False
4704,586.0,VOLKSWAGEN,Sedan,0,1.8,200000,4.0,Tiptronic,Front,4,1,26,3,4,2,False,True,False
11604,872.0,MERCEDES-BENZ,Sedan,1,2.2,1234,4.0,Automatic,Rear,0,1,21,3,3,3,False,False,True
8467,765.0,MERCEDES-BENZ,Sedan,1,2.0,260000,4.0,Manual,Rear,6,0,25,3,1,3,False,False,True
11290,831.0,HONDA,Sedan,1,1.5,60062,4.0,Automatic,Front,12,0,7,3,3,2,False,True,False
4234,1249.0,TOYOTA,Sedan,1,2.5,48035,4.0,Automatic,Front,12,0,8,3,3,3,False,True,False
24462,562.0,CHEVROLET,Sedan,0,1.4,160000,4.0,Automatic,Front,10,0,13,3,3,3,False,True,False
18500,862.0,HYUNDAI,Universal,1,2.5,222604,4.0,Automatic,Front,4,0,14,6,3,4,False,True,False
13172,1185.0,SUBARU,Jeep,0,2.5,133000,4.0,Automatic,4x4,8,0,16,7,3,2,True,False,False
10036,1172.0,MITSUBISHI,Jeep,0,3.5,149000,6.0,Tiptronic,4x4,4,0,24,7,4,2,True,False,False
31581,880.0,HYUNDAI,Sedan,1,1.6,52000,4.0,Automatic,Front,4,0,7,3,3,4,False,True,False
2038,353.0,TOYOTA,Jeep,1,1.8,104795,4.0,Automatic,Front,12,0,10,7,3,3,False,True,False
12544,586.0,HYUNDAI,Sedan,0,1.8,158000,4.0,Tiptronic,Front,10,0,13,3,4,4,False,True,False
7683,707.0,HYUNDAI,Sedan,1,2.0,91222,4.0,Automatic,Front,4,0,14,3,3,4,False,True,False
7213,765.0,OPEL,Sedan,0,2.0,40000,4.0,Manual,Front,4,1,24,3,1,1,False,True,False
8154,1111.0,HONDA,Hatchback,0,1.3,116000,4.0,Variator,Front,10,0,13,2,2,2,False,True,False
12858,1408.0,FORD,Microbus,0,2.2,175000,4.0,Manual,Front,2,1,18,5,1,3,False,True,False
12544,831.0,MITSUBISHI,Jeep,1,2.4,1600,6.0,Automatic,Front,7,0,18,7,3,2,False,True,False
19309,836.0,HYUNDAI,Jeep,1,2.0,243551,4.0,Automatic,Front,4,0,15,7,3,4,False,True,False
32035,707.0,SSANGYONG,Jeep,1,2.0,53323,4.0,Automatic,Front,4,0,14,7,3,5,False,True,False
40769,463.0,TOYOTA,Hatchback,1,1.8,2102,4.0,Automatic,Front,12,0,7,2,3,3,False,True,False
17562,531.0,HYUNDAI,Hatchback,1,1.6,161600,4.0,Tiptronic,Front,0,1,12,2,4,4,False,True,False
7527,552.0,MAZDA,Hatchback,1,1.5,176000,4.0,Automatic,Front,2,0,20,2,3,2,False,True,False
24775,880.0,NISSAN,Jeep,0,1.6,8000,4.0,Tiptronic,Front,0,0,7,7,4,2,False,True,False
18817,753.0,TOYOTA,Sedan,1,2.4,151000,4.0,Variator,Front,10,0,18,3,2,3,False,True,False
5959,781.0,TOYOTA,Jeep,0,2.5,159901,4.0,Automatic,Front,12,0,13,7,3,3,False,True,False
2509,474.0,VOLKSWAGEN,Sedan,1,1.4,159981,4.0,Automatic,Front,12,0,12,3,3,2,False,True,False
16308,765.0,MERCEDES-BENZ,Jeep,1,2.0,155317,4.0,Automatic,4x4,0,0,10,7,3,3,True,False,False
14740,761.0,TOYOTA,Sedan,0,1.8,260000,4.0,Automatic,Front,6,0,15,3,3,3,False,True,False
42717,1017.0,HYUNDAI,Jeep,1,2.0,72040,4.0,Automatic,Front,4,0,8,7,3,4,False,True,False
8311,552.0,NISSAN,Hatchback,0,1.5,138000,4.0,Automatic,Front,2,0,20,2,3,2,False,True,False
24462,779.0,TOYOTA,Sedan,0,2.5,168000,4.0,Automatic,Front,10,0,12,3,3,3,False,True,False
11917,833.0,CHEVROLET,Jeep,1,2.0,62147,4.0,Automatic,Front,4,0,15,7,3,3,False,True,False
8154,1095.0,SUZUKI,Jeep,0,2.0,89000,4.0,Automatic,4x4,6,0,17,7,3,2,True,False,False
19444,831.0,HYUNDAI,Jeep,1,2.4,0,4.0,Tiptronic,Front,6,0,13,7,4,4,False,True,False
37066,1091.0,HYUNDAI,Minivan,1,2.5,91804,4.0,Automatic,Front,4,0,9,9,3,4,False,True,False
2509,1399.0,LEXUS,Jeep,1,3.5,315270,6.0,Automatic,4x4,12,0,15,7,3,3,True,False,False
11604,1172.0,INFINITI,Jeep,1,3.5,225600,6.0,Tiptronic,Rear,8,0,21,7,4,4,False,False,True
4391,642.0,VOLKSWAGEN,Sedan,1,2.0,198253,4.0,Automatic,Front,12,0,13,3,3,2,False,True,False
15125,642.0,CHEVROLET,Jeep,1,2.0,201892,4.0,Automatic,Front,4,0,13,7,3,3,False,True,False
22549,769.0,CHEVROLET,Jeep,1,2.2,134498,4.0,Automatic,Front,4,0,14,7,3,3,False,True,False
25089,1399.0,HONDA,Minivan,1,3.5,135000,6.0,Automatic,Front,8,0,15,9,3,2,False,True,False
42337,1307.0,CADILLAC,Coupe,1,3.6,84800,6.0,Automatic,Rear,12,1,10,4,3,2,False,False,True
15681,891.0,HYUNDAI,Sedan,1,2.0,256768,4.0,Automatic,Front,4,0,9,3,3,4,False,True,False
9408,645.0,CHEVROLET,Sedan,0,1.8,28000,4.0,Manual,Front,12,0,14,3,1,3,False,True,False
3136,781.0,TOYOTA,Sedan,1,2.5,268683,4.0,Automatic,Front,12,0,13,3,3,3,False,True,False
32311,640.0,SSANGYONG,Jeep,1,2.0,153641,4.0,Automatic,Front,4,0,12,7,3,5,False,True,False
10663,779.0,TOYOTA,Sedan,0,2.5,106000,6.0,Tiptronic,Rear,6,0,19,3,4,3,False,False,True
46414,364.0,SUZUKI,Jeep,0,1.0,4800,3.0,Tiptronic,Front,10,1,6,7,4,2,False,True,False
11447,308.0,LEXUS,Hatchback,1,1.8,132563,4.0,Automatic,Front,0,0,11,2,3,3,False,True,False
17158,530.0,HYUNDAI,Sedan,1,1.6,117500,4.0,Automatic,Front,4,0,12,3,3,4,False,True,False
38311,831.0,SSANGYONG,Jeep,1,1.6,31139,4.0,Automatic,Front,4,0,8,7,3,5,False,True,False
6899,934.0,SUBARU,Jeep,1,2.5,90392,4.0,Automatic,4x4,0,0,10,7,3,2,True,False,False
25512,639.0,SSANGYONG,Jeep,1,2.0,134368,4.0,Automatic,Front,4,0,11,7,3,5,False,True,False
15524,617.0,KIA,Sedan,0,1.2,94000,4.0,Manual,Front,1,0,8,3,1,3,False,True,False
14269,1077.0,GMC,Sedan,1,2.0,35898,4.0,Automatic,Front,12,0,6,3,3,1,False,True,False
19679,583.0,HYUNDAI,Sedan,1,1.6,133783,4.0,Automatic,Front,4,0,14,3,3,4,False,True,False
3293,475.0,FIAT,Sedan,1,1.4,157317,4.0,Automatic,Front,12,0,13,3,3,2,False,True,False
3136,831.0,NISSAN,Jeep,1,1.6,59974,4.0,Automatic,Front,12,0,8,7,3,2,False,True,False
48610,1327.0,TOYOTA,Jeep,0,2.5,40000,4.0,Tiptronic,4x4,12,0,7,7,4,3,True,False,False
28617,639.0,HYUNDAI,Jeep,1,2.0,120272,4.0,Automatic,Front,4,0,11,7,3,4,False,True,False
9722,1234.0,JEEP,Jeep,0,3.7,200000,6.0,Automatic,4x4,4,0,21,7,3,5,True,False,False
37000,777.0,HYUNDAI,Minivan,1,2.5,120804,4.0,Automatic,Front,4,0,11,9,3,4,False,True,False
35610,831.0,SSANGYONG,Jeep,1,1.6,81348,4.0,Automatic,Front,4,0,8,7,3,5,False,True,False
7213,691.0,HONDA,Hatchback,0,1.3,121757,4.0,Variator,Front,2,0,20,2,2,2,False,True,False
16308,765.0,VOLKSWAGEN,Sedan,1,2.0,1111,4.0,Tiptronic,Front,10,1,13,3,4,2,False,True,False
44247,1091.0,HYUNDAI,Universal,1,2.5,51831,4.0,Automatic,Front,4,0,9,6,3,4,False,True,False
15681,753.0,KIA,Sedan,0,2.4,121000,4.0,Tiptronic,Front,12,0,13,3,4,3,False,True,False
11133,765.0,MERCEDES-BENZ,Jeep,1,2.0,99542,4.0,Automatic,4x4,0,0,10,7,3,3,True,False,False
36834,1091.0,HYUNDAI,Minivan,1,2.5,135884,4.0,Automatic,Front,4,0,9,9,3,4,False,True,False
7997,691.0,HONDA,Hatchback,0,1.3,172000,4.0,Automatic,Front,4,0,20,2,3,2,False,True,False
14113,584.0,MERCEDES-BENZ,Sedan,1,1.8,81600,4.0,Tiptronic,Rear,12,1,11,3,4,3,False,False,True
9095,552.0,NISSAN,Hatchback,1,1.5,180000,4.0,Variator,Front,2,0,19,2,2,2,False,True,False
26657,585.0,BMW,Jeep,0,1.8,70000,4.0,Tiptronic,4x4,6,1,14,7,4,3,True,False,False
21326,642.0,VOLKSWAGEN,Jeep,1,2.0,48379,4.0,Tiptronic,4x4,14,1,13,7,4,2,True,False,False
9092,530.0,CHEVROLET,Sedan,1,1.6,30089,4.0,Automatic,Front,4,0,13,3,3,3,False,True,False
21395,1266.0,HYUNDAI,Coupe,1,3.8,135746,4.0,Automatic,Front,4,0,14,4,3,4,False,True,False
26030,764.0,HYUNDAI,Jeep,1,2.0,104000,4.0,Automatic,4x4,2,0,14,7,3,4,True,False,False
39891,765.0,HYUNDAI,Jeep,1,2.0,80687,4.0,Automatic,Front,4,0,10,7,3,4,False,True,False
25089,1018.0,BMW,Sedan,1,3.0,197000,6.0,Tiptronic,Rear,8,1,15,3,4,3,False,False,True
14113,642.0,FORD,Hatchback,1,2.0,203770,4.0,Automatic,Front,10,0,13,2,3,3,False,True,False
7370,961.0,CHEVROLET,Sedan,1,2.0,66630,4.0,Automatic,Front,4,0,16,3,3,3,False,True,False
21012,552.0,TOYOTA,Hatchback,0,1.5,51200,4.0,Automatic,Front,16,0,12,2,3,3,False,True,False
11917,1468.0,FORD,Jeep,0,2.3,251200,4.0,Automatic,4x4,6,0,18,7,3,3,True,False,False
20005,531.0,HYUNDAI,Sedan,1,1.6,147718,4.0,Automatic,Front,4,0,13,3,3,4,False,True,False
10663,1246.0,FORD,Jeep,1,2.3,161000,4.0,Automatic,Front,4,0,17,7,3,3,False,True,False
47205,930.0,HYUNDAI,Jeep,1,1.7,46764,4.0,Automatic,Front,4,0,7,7,3,4,False,True,False
8467,586.0,OPEL,Sedan,0,1.8,245000,4.0,Manual,Front,4,0,25,3,1,1,False,True,False
17876,1172.0,MERCEDES-BENZ,Sedan,1,3.5,177000,6.0,Tiptronic,Rear,12,0,19,3,4,3,False,False,True
32104,696.0,CHEVROLET,Jeep,1,2.2,86359,4.0,Automatic,Front,4,0,12,7,3,3,False,True,False
2038,1172.0,MERCEDES-BENZ,Jeep,1,3.5,186542,6.0,Automatic,4x4,12,0,14,7,3,3,True,False,False
4391,584.0,TOYOTA,Sedan,1,1.8,169141,4.0,Automatic,Front,12,0,11,3,3,3,False,True,False
19309,911.0,HYUNDAI,Jeep,1,2.2,185987,4.0,Automatic,Front,4,0,15,7,3,4,False,True,False
15000,1552.0,HONDA,Hatchback,0,1.5,42000,4.0,Automatic,Front,6,0,10,2,3,2,False,True,False
40092,765.0,FORD,Sedan,1,2.0,87704,4.0,Automatic,Front,4,0,10,3,3,3,False,True,False
14740,781.0,CHEVROLET,Sedan,0,1.4,0,4.0,Automatic,Front,0,0,7,3,3,3,False,True,False
17249,753.0,HYUNDAI,Sedan,1,2.4,51600,4.0,Tiptronic,Front,8,0,14,3,4,4,False,True,False
16358,966.0,HYUNDAI,Coupe,1,2.0,125350,4.0,Automatic,Front,4,0,16,4,3,4,False,True,False
43868,831.0,SSANGYONG,Jeep,1,1.6,81665,4.0,Automatic,Front,4,0,8,7,3,5,False,True,False
19444,764.0,CHEVROLET,Jeep,0,2.0,230000,4.0,Manual,4x4,6,1,18,7,1,3,True,False,False
17249,595.0,TOYOTA,Sedan,0,1.5,78400,4.0,Tiptronic,Front,12,0,10,3,4,3,False,True,False
20385,552.0,TOYOTA,Hatchback,0,1.5,144000,4.0,Automatic,Front,10,0,10,2,3,3,False,True,False
14740,1171.0,AUDI,Jeep,0,3.2,174000,6.0,Tiptronic,4x4,0,0,14,7,4,3,True,False,False
16308,765.0,FORD,Sedan,0,2.0,165616,4.0,Automatic,Front,6,0,10,3,3,3,False,True,False
11917,691.0,HONDA,Hatchback,0,1.3,115000,4.0,Automatic,Front,4,0,14,2,3,2,False,True,False
23521,586.0,TOYOTA,Sedan,0,1.8,115000,4.0,Variator,Front,12,0,12,3,2,3,False,True,False
20071,1292.0,MERCEDES-BENZ,Jeep,1,3.0,62938,6.0,Automatic,4x4,12,0,9,7,3,3,True,False,False
12083,911.0,HYUNDAI,Jeep,1,2.2,68558,4.0,Automatic,Front,4,0,15,7,3,4,False,True,False
4980,419.0,NISSAN,Hatchback,1,1.2,107135,4.0,Automatic,Front,4,0,12,2,3,2,False,True,False
18240,924.0,SSANGYONG,Jeep,1,2.7,260000,4.0,Automatic,Front,4,0,14,7,3,5,False,True,False
7683,1282.0,CHEVROLET,Jeep,1,2.0,62336,4.0,Automatic,Front,4,0,18,7,3,3,False,True,False
16308,617.0,KIA,Sedan,0,1.2,91000,4.0,Manual,Front,2,0,9,3,1,3,False,True,False
8624,691.0,HONDA,Hatchback,0,1.3,111111,4.0,Variator,4x4,0,0,19,2,2,2,True,False,False
16766,473.0,CHEVROLET,Sedan,1,1.4,127024,4.0,Automatic,Front,4,0,11,3,3,3,False,True,False
7997,1091.0,TOYOTA,Jeep,1,2.5,95762,4.0,Automatic,4x4,12,0,9,7,3,3,True,False,False
23521,1172.0,MERCEDES-BENZ,Sedan,1,3.5,127000,8.0,Tiptronic,Rear,8,0,18,3,4,3,False,False,True
15367,900.0,HYUNDAI,Sedan,1,2.4,170000,4.0,Tiptronic,Front,10,0,10,3,4,4,False,True,False
15210,1076.0,HYUNDAI,Sedan,1,2.0,25038,4.0,Automatic,Front,12,0,5,3,3,4,False,True,False
6586,691.0,HONDA,Hatchback,0,1.3,245000,4.0,Variator,Front,2,0,21,2,2,2,False,True,False
11290,988.0,TOYOTA,Hatchback,0,1.5,212000,4.0,Variator,Front,8,0,18,2,2,3,False,True,False
12000,764.0,SUBARU,Jeep,1,2.0,155000,4.0,Automatic,4x4,2,0,22,7,3,2,True,False,False
8643,1047.0,HYUNDAI,Sedan,1,1.6,120455,4.0,Automatic,Front,4,0,18,3,3,4,False,True,False
11133,1266.0,TOYOTA,Hatchback,0,1.5,104200,4.0,Tiptronic,Front,4,0,11,2,4,3,False,True,False
10976,784.0,TOYOTA,Sedan,0,1.5,230000,8.0,Automatic,Front,8,0,18,3,3,3,False,True,False
9722,531.0,SUZUKI,Hatchback,0,1.6,160000,4.0,Automatic,Front,8,0,18,2,3,2,False,True,False
9722,609.0,TOYOTA,Sedan,1,2.5,127515,4.0,Automatic,Front,12,0,7,3,3,3,False,True,False
47042,1055.0,MERCEDES-BENZ,Jeep,1,3.5,85862,6.0,Tiptronic,4x4,12,0,12,7,4,3,True,False,False
20469,1172.0,FORD,Sedan,1,3.5,139934,4.0,Automatic,Front,4,0,14,3,3,3,False,True,False
18616,769.0,CHEVROLET,Jeep,1,2.2,189000,4.0,Automatic,Front,4,0,14,7,3,3,False,True,False
2038,1091.0,TOYOTA,Jeep,1,2.5,0,4.0,Automatic,4x4,12,0,9,7,3,3,True,False,False
21326,639.0,FORD,Sedan,1,2.0,27579,4.0,Tiptronic,Front,12,1,11,3,4,3,False,True,False
7840,1111.0,HONDA,Hatchback,0,1.3,108000,4.0,Automatic,Front,6,0,13,2,3,2,False,True,False
10000,420.0,NISSAN,Hatchback,0,1.2,29000,3.0,Variator,Front,2,0,13,2,2,2,False,True,False
40556,639.0,HYUNDAI,Jeep,1,2.0,75584,4.0,Automatic,Front,4,0,11,7,3,4,False,True,False
11447,308.0,LEXUS,Hatchback,1,1.8,132563,4.0,Automatic,Front,0,0,11,2,3,3,False,True,False
17562,831.0,MITSUBISHI,Jeep,0,2.4,130000,4.0,Automatic,4x4,6,0,15,7,3,2,True,False,False
28015,691.0,HONDA,Hatchback,1,1.3,85000,4.0,Automatic,Front,4,0,8,2,3,2,False,True,False
17249,753.0,HYUNDAI,Sedan,0,2.4,69805,4.0,Tiptronic,Front,12,0,13,3,4,4,False,True,False
19369,781.0,HYUNDAI,Universal,1,2.5,205425,4.0,Automatic,Front,4,0,13,6,3,4,False,True,False
20385,765.0,FORD,Sedan,0,2.0,128000,4.0,Tiptronic,Front,10,0,10,3,4,3,False,True,False
2195,900.0,JEEP,Jeep,1,2.4,113821,4.0,Automatic,Front,12,0,10,7,3,5,False,True,False
19000,586.0,HYUNDAI,Hatchback,1,1.8,96500,4.0,Tiptronic,Front,6,0,12,2,4,4,False,True,False
5959,799.0,SEAT,Hatchback,0,1.9,111111,4.0,Manual,Front,4,0,23,2,1,1,False,True,False
9408,836.0,HYUNDAI,Sedan,1,2.0,133225,4.0,Automatic,Front,4,0,15,3,3,4,False,True,False
15681,1211.0,MERCEDES-BENZ,Sedan,1,3.0,166400,6.0,Automatic,Rear,8,0,15,3,3,3,False,False,True
21953,784.0,RENAULT,Jeep,0,1.5,92200,4.0,Manual,4x4,4,1,11,7,1,2,True,False,False
10976,552.0,TOYOTA,Hatchback,0,1.5,230400,4.0,Automatic,Front,4,0,18,2,3,3,False,True,False
34673,777.0,HYUNDAI,Minivan,1,2.5,117466,4.0,Automatic,Front,4,0,11,9,3,4,False,True,False
22580,753.0,HYUNDAI,Sedan,1,2.4,95296,6.0,Tiptronic,Rear,10,0,11,3,4,4,False,False,True
37062,765.0,CHEVROLET,Jeep,1,2.0,88392,4.0,Automatic,Front,4,0,10,7,3,3,False,True,False
10036,552.0,TOYOTA,Hatchback,0,1.5,77777,4.0,Automatic,Front,6,0,18,2,3,3,False,True,False
18189,586.0,CHEVROLET,Hatchback,0,1.8,201193,4.0,Automatic,Front,4,0,12,2,3,3,False,True,False
23834,1172.0,BMW,Jeep,1,3.5,1000,6.0,Tiptronic,4x4,10,0,16,7,4,3,True,False,False
22894,753.0,HYUNDAI,Sedan,1,2.4,88300,6.0,Automatic,Front,6,0,13,3,3,4,False,True,False
4704,765.0,VOLKSWAGEN,Sedan,1,2.0,185000,4.0,Manual,Front,0,0,26,3,1,2,False,True,False
37633,919.0,AUDI,Jeep,1,3.0,65000,6.0,Tiptronic,4x4,12,0,14,7,4,3,True,False,False
18503,556.0,VAZ,Jeep,0,1.7,35000,4.0,Manual,4x4,2,0,11,7,1,1,True,False,False
17876,1077.0,HYUNDAI,Sedan,1,2.0,31200,4.0,Automatic,4x4,12,0,6,3,3,4,True,False,False
12858,1172.0,MERCEDES-BENZ,Jeep,1,3.5,273363,6.0,Tiptronic,4x4,9,0,22,7,4,3,True,False,False
27755,836.0,HYUNDAI,Coupe,1,2.0,108981,4.0,Automatic,Front,4,0,15,4,3,4,False,True,False
5488,394.0,TOYOTA,Sedan,1,2.5,109798,4.0,Automatic,Front,12,0,11,3,3,3,False,True,False
10036,552.0,TOYOTA,Hatchback,0,1.5,141000,4.0,Automatic,Front,4,0,13,2,3,3,False,True,False
8154,521.0,OPEL,Goods wagon,0,1.4,260000,4.0,Manual,Front,1,0,18,1,1,1,False,True,False
10192,761.0,DAEWOO,Sedan,1,1.8,46527,4.0,Automatic,Front,4,0,15,3,3,1,False,True,False
8467,872.0,OPEL,Sedan,0,2.2,180000,4.0,Tiptronic,Front,12,0,22,3,4,1,False,True,False
14113,761.0,FORD,Goods wagon,0,1.8,145000,4.0,Manual,Front,2,1,13,1,1,3,False,True,False
16756,836.0,HYUNDAI,Coupe,1,2.0,191263,4.0,Automatic,Front,4,0,15,4,3,4,False,True,False
20385,779.0,FORD,Sedan,0,2.5,148800,4.0,Tiptronic,Front,6,0,11,3,4,3,False,True,False
16621,448.0,HONDA,Hatchback,0,1.3,172800,4.0,Variator,Front,8,0,13,2,2,2,False,True,False
22063,836.0,HYUNDAI,Jeep,1,2.0,216751,4.0,Automatic,Front,4,0,15,7,3,4,False,True,False
8938,1515.0,FORD,Goods wagon,0,1.8,189000,4.0,Manual,Front,4,1,20,1,1,3,False,True,False
16621,1172.0,INFINITI,Jeep,1,3.5,203000,4.0,Tiptronic,Rear,6,0,22,7,4,4,False,False,True
7840,475.0,MAZDA,Hatchback,0,1.4,180000,4.0,Automatic,Front,4,0,18,2,3,2,False,True,False
24775,781.0,TOYOTA,Sedan,1,2.5,100000,4.0,Tiptronic,Front,12,0,13,3,4,3,False,True,False
17249,641.0,FORD,Hatchback,1,2.0,161000,4.0,Automatic,Front,12,0,12,2,3,3,False,True,False
12544,784.0,TOYOTA,Sedan,0,1.5,205000,4.0,Variator,Front,8,0,20,3,2,3,False,True,False
34494,919.0,MERCEDES-BENZ,Jeep,1,3.0,158000,6.0,Tiptronic,4x4,8,1,16,7,4,3,True,False,False
13172,919.0,BMW,Jeep,1,3.0,1000,6.0,Tiptronic,4x4,6,0,22,7,4,3,True,False,False
18422,503.0,TOYOTA,Hatchback,1,1.5,107000,4.0,Automatic,Front,4,0,13,2,3,3,False,True,False
10036,474.0,FIAT,Sedan,1,1.4,95000,4.0,Tiptronic,Front,8,0,12,3,4,2,False,True,False
18817,872.0,MERCEDES-BENZ,Sedan,1,2.2,0,4.0,Automatic,Rear,4,1,17,3,3,3,False,False,True
18503,586.0,TOYOTA,Hatchback,0,1.8,240000,4.0,Automatic,Front,7,0,15,2,3,3,False,True,False
10036,1051.0,HONDA,Jeep,1,2.4,88968,4.0,Automatic,4x4,12,0,9,7,3,2,True,False,False
13172,1099.0,SUZUKI,Jeep,0,2.7,170000,6.0,Manual,Rear,8,1,20,7,1,2,False,False,True
18503,586.0,TOYOTA,Sedan,1,1.8,89000,4.0,Variator,Front,10,0,13,3,2,3,False,True,False
3450,607.0,TOYOTA,Sedan,1,2.5,9626,4.0,Automatic,Front,12,0,6,3,3,3,False,True,False
15273,382.0,TOYOTA,Hatchback,1,1.5,86658,4.0,Automatic,Front,4,0,8,2,3,3,False,True,False
18189,1249.0,TOYOTA,Jeep,1,2.5,55362,4.0,Automatic,4x4,12,0,8,7,3,3,True,False,False
18817,586.0,TOYOTA,Hatchback,0,1.8,230400,4.0,Automatic,Front,8,0,13,2,3,3,False,True,False
10663,765.0,HYUNDAI,Sedan,1,2.0,306922,4.0,Automatic,Front,4,0,10,3,3,4,False,True,False
5018,1399.0,LEXUS,Jeep,1,3.5,167222,6.0,Automatic,4x4,12,0,15,7,3,3,True,False,False
29094,707.0,SSANGYONG,Jeep,1,2.0,101285,4.0,Automatic,Front,4,0,14,7,3,5,False,True,False
2979,1018.0,BMW,Jeep,1,3.0,0,6.0,Automatic,4x4,12,0,14,7,3,3,True,False,False
11917,764.0,MERCEDES-BENZ,Sedan,1,1.7,102000,4.0,Automatic,Front,11,0,18,3,3,3,False,True,False
21103,642.0,HYUNDAI,Jeep,1,2.0,119310,4.0,Automatic,Front,4,0,13,7,3,4,False,True,False
34811,690.0,LEXUS,Jeep,1,3.5,0,6.0,Automatic,Front,12,0,9,7,3,3,False,True,False
17249,502.0,TOYOTA,Hatchback,0,1.5,79000,4.0,Automatic,Front,8,0,12,2,3,3,False,True,False
29793,753.0,KIA,Sedan,1,2.4,80000,4.0,Tiptronic,Front,12,0,11,3,4,3,False,True,False
13485,917.0,BMW,Jeep,1,3.0,168395,6.0,Automatic,4x4,12,0,12,7,3,3,True,False,False
18189,1324.0,LEXUS,Jeep,1,3.3,190000,6.0,Variator,4x4,8,0,20,7,2,3,True,False,False
8781,691.0,TOYOTA,Hatchback,0,1.3,190000,4.0,Automatic,Front,0,0,23,2,3,3,False,True,False
2587,880.0,NISSAN,Sedan,1,1.6,0,4.0,Automatic,Front,12,0,7,3,3,2,False,True,False
39201,1324.0,TOYOTA,Jeep,1,3.3,68609,4.0,Automatic,4x4,8,0,16,7,3,3,True,False,False
8311,1317.0,BMW,Coupe,0,2.8,230000,6.0,Manual,Rear,2,0,25,4,1,3,False,False,True
7700,1111.0,HONDA,Hatchback,0,1.3,81000,4.0,Automatic,Front,4,0,13,2,3,2,False,True,False
25089,915.0,BMW,Jeep,1,3.0,141384,6.0,Automatic,4x4,0,0,11,7,3,3,True,False,False
43548,833.0,HYUNDAI,Jeep,1,2.2,208082,4.0,Automatic,Front,4,0,10,7,3,4,False,True,False
28225,1018.0,MERCEDES-BENZ,Sedan,1,3.0,160000,6.0,Tiptronic,4x4,16,0,13,3,4,3,True,False,False
10036,1018.0,BMW,Jeep,1,3.0,207694,6.0,Automatic,4x4,0,0,14,7,3,3,True,False,False
21796,1017.0,CHEVROLET,Jeep,1,2.0,27992,4.0,Automatic,Front,4,0,8,7,3,3,False,True,False
11604,475.0,CHEVROLET,Sedan,1,1.4,158000,4.0,Automatic,Front,12,1,13,3,3,3,False,True,False
8467,1137.5,FIAT,Goods wagon,0,1.9,170000,4.0,Manual,Front,12,0,23,1,1,2,False,True,False
16160,531.0,HYUNDAI,Sedan,1,1.6,68976,4.0,Automatic,Front,4,0,13,3,3,4,False,True,False
34497,924.0,VOLKSWAGEN,Sedan,1,1.8,22500,4.0,Tiptronic,Front,8,1,8,3,4,2,False,True,False
